title,composer,duration,fileVersion,hasHarmonies,hasLyrics,keysig,lyrics,measures,mscoreVersion,pageFormatHeight,pageFormatTwosided,pageFormatWidth,pages,poet,previousSource,subtitle,tempo,tempoText,timesig,partName,instrumentId,hasPitchedStaff,program,titles,subtitles,composers,poets,yt_id,syncpoint_count,cropped_duration,gpx_name,ss_artist,scorehash,video_title,video_description,channel_name,view_count,thumbnail_path,,ComposerName,WorkName,ComposerName,,f-measure,f-measure-static,composer_name_normalized,composer_url,composer_nationality,composer_born,composer_died,performer_name,performer_gender,performer_nationality,performer_social_media
Rondo,,192,420,False,False,3,,85,,297,True,210,2,,,"www.classclef.com
Francesco Molino (1775-1847)",100,Allegretto <sym>metNoteQuarterUp</sym> = 100,1/8,Nylon Guitar,cavaquinho,True,24,Rondo,"www.classclef.com
Francesco Molino (1775-1847)",,,TWZP93YHRQY,162.0,172.0,molino-rondo,,2pswc,Rondo in A Major (Francesco Molino),"Work: Rondo in A Major
Composer: Francesco Molino (Italy) (1775-1847) (Classical) 
Performer: Edson Lopes

Level: Intermediary

Edition: Edson Lopes

Sheet Music available in: 
https://drive.google.com/file/d/0B8drXawOjAngS1huTkQ2bEE5SjA/view?usp=sharing&resourcekey=0-gZCbDZToRsIhEIOtvaez_A",Edson Lopes,27931.0,yt_thumbnails/TWZP93YHRQY.jpg,,Francesco Molino (1775-1847),,Francesco Molino (1775-1847),Francesco Molino,0.96,0.96,Francesco Molino,https://imslp.org/wiki/Category%3AMolino%2C%20Francesco,Italian,1768,1847,Edson Lopes,male,{},unknown
Preludio in E Minor,Music by Arr: Stefan Apke,29,420,False,False,1,,32,,297,True,210,2,,,"www.classclef.com
Agustin Barrios (1885- 1944)",200,Allegro <sym>metNoteQuarterUp</sym> = 200,3/4,,cavaquinho,True,25,Preludio in E Minor,"www.classclef.com
Agustin Barrios (1885- 1944)",Music by Arr: Stefan Apke,,LktKBjk94u0,33.0,41.0,barrios-prelude-Em,,Cpswc,Barrios: Prelude In E Minor,"Barrios: Prelude In E Minor (Preludio) written in Guatemala, November 1939.  Played by Dale Harris, guitar. The guitar used in this video is by Stephen Hill. 

To find out more about Agustin Barrios:
https://en.wikipedia.org/wiki/Agustin Barrios

To find out more about Stephen Hill: 
http://www.stephenhillguitars.com/

Study With Dale (Videos And Study Booklet):
Classical Guitar Foundation 1 
https://counterpointmusicschool.com/product/foundation-classical-guitar-1/
Classical Guitar Foundation 2 
https://counterpointmusicschool.com/product/foundation-classical-guitar-2/

Zoom Guitar Lessons With Dale Harris:
https://counterpointmusicschool.com/product/2-classical-guitar-lessons-on-zoom/

Dale's Socials:
TWITTER: https://twitter.com/daleharris
INSTAGRAM: https://www.instagram.com/daleharrisguitar/
FACEBOOK: facebook.com/daleharrisguitar

Dale Harris Performer Links 
Website: http://www.daleharris.net/
Dale's Other YouTube Channel: youtube.com/daleharrismusic

CD/MP3 PURCHASES: https://store.cdbaby.com/Artist/DaleHarris1

TIPS/SUPERFANS
If you like this video and you would like the production line to continue and improve, you can help by making a donation to: paypal.me/daleharrisguitar
Support my ongoing work via Patreon and help to fund new videos and projects: https://www.patreon.com/daleharris

Thanks For Watching!

Choro De Saudade - Agustin Barrios
https://youtu.be/LU_ybQXtGXU

Agustin Barrios: Vals (Waltz / Valse) In G Major Op.8 No.4
https://youtu.be/UKM454XwIbw

La Catedral, Allegro Solemne by Augustin Barrios
https://youtu.be/QRYzUL2PJiU

Copyright C.2021 Dale Harris.
All rights reserved.

#agustinbarrios",Everything Guitar,2847.0,yt_thumbnails/LktKBjk94u0.jpg,,Agustin Barrios (1885- 1944),,Agustin Barrios (1885- 1944),Agustin Barrios,0.96,0.96,Agustin Barrios,https://imslp.org/wiki/Category%3ABarrios%20Mangor%C3%A9%2C%20Agust%C3%ADn,Paraguayan,1885,1944,Dale Harris,male,,unknown
Pavana,Music by Fingering: Stefan Apke,130,420,False,False,4,,24,,297,True,210,2,,,"www.classclef.com
Francisco Tarrega (1852 -1909)",85,<sym>metNoteQuarterUp</sym> = 85,2/4,Nylon Guitar,cavaquinho,True,25,Pavana,"www.classclef.com
Francisco Tarrega (1852 -1909)",Music by Fingering: Stefan Apke,,o-wBTV3ziT4,84.0,182.0,tarrega-pavana,,3pswc,"Tárrega: Pavana (Tariq Harb, guitar)","Guitarist Tariq Harb performs this beautiful ""Pavana"" composed by Francisco Tárrega (1852–1909).  I am using a guitar by Carlos Gomes Valentim, a  ""Hommage a Friederich"" guitar that is absolutely marvellous!  Thanks to the Grand Salon de Guitare for making this guitar available for recording.
You can see all the guitar details here: https://www.grandsalondeguitare.com/product/c-553-carlos-gomez-valentim-brazil/

Please enjoy! 

Sound & video by:
Renaud Côté Giguère
http://www.renaudcotegiguere.com
https://www.grandsalondeguitare.com/

http://www.tariqharb.com
http://www.facebook.com/tariqharb
http://www.instagram.com/tariqharbmusic
Tariq Harb teaches at Concordia University in Montreal, Canada: http://www.concordia.ca/faculty/tariq...
Online store: http://tariqharb.storenvy.com",Tariq Harb,25270.0,yt_thumbnails/o-wBTV3ziT4.jpg,,Francisco Tarrega (1852 -1909),,Francisco Tarrega (1852 -1909),Francisco Tarrega,0.89,0.89,Francisco Tarrega,https://imslp.org/wiki/Category%3AT%C3%A1rrega%2C%20Francisco,Spanish,1852,1909,Tariq Harb,male,,
Los sueños,,121,420,False,False,1,,50,,297,True,210,2,Words by Arr. Gary Ryan,,"www.classclef.com
Astor Piazzolla (1921-1992)",100,<sym>metNoteQuarterUp</sym> = 100,2/4,Nylon Guitar,cavaquinho,True,24,Los sueños,"www.classclef.com
Astor Piazzolla (1921-1992)",,Words by Arr. Gary Ryan,LB4g6K9V4QE,50.0,122.0,piazzolla-los-suenos,,3N1wc,"Los suenos, Astor Piazzolla Guitar","Astor Piazzolla 
arranged by Gary Ryan",Karl Byrne,8154.0,yt_thumbnails/LB4g6K9V4QE.jpg,,Astor Piazzolla (1921-1992),,Astor Piazzolla (1921-1992),Astor Piazzolla,0.95,0.95,Astor Piazzolla,https://imslp.org/wiki/Category%3APiazzolla%2C%20Astor,Argentine,1921,1992,Karl Byrne,,,
Estudio No. 3,,126,420,False,False,2,,42,,297,True,210,2,,,"www.classclef.com
Efraín Silva
Canción Parameña",80,<sym>metNoteQuarterUp</sym> = 80,3/4,Nylon Guitar,cavaquinho,True,24,Estudio No. 3,"www.classclef.com
Efraín Silva
Canción Parameña",,,haZsGjvROTk,74.0,117.0,silva_efrain,,7N1wc,Canción Parameña by Efrain Silva,"Matthew McAllister plays Canción Parameña by Efrain Silva.

http://matthewmcallister.com

Matthew is playing a Michael Ritchie guitar with Augustine strings.

https://www.michaelritchie.co.uk

https://www.albertaugustine.com",Gallery of Guitar,2024.0,yt_thumbnails/haZsGjvROTk.jpg,,Efraín Silva,,Efraín Silva,Efraín Silva,0.36,0.36,Efraín Silva,https://efrainsilva.wixsite.com/efrainsilva,Venuzuela,1952,,Matthew McAllister,male,"{'website': 'http://matthewmcallister.com', 'guitar_maker': 'https://www.michaelritchie.co.uk', 'string_manufacturer': 'https://www.albertaugustine.com'}",unknown
Schindler's List,,145,420,False,False,-2,,28,,297,True,210,2,,,"John Towner Williams (1930-1993)
John Christopher Williams (1941-)",70,<sym>metNoteQuarterUp</sym> = 70,4/4,Steel Guitar,cavaquinho,True,25,Schindler's List,"John Towner Williams (1932-)
John Christopher Williams (1941-)",,,hLdLQHJQrAg,46.0,214.0,Schindler's List by John Williams,,BN1wc,Theme from Schindler's List - played by Caleb Garfinkel,"Theme from Schindler's List by John Williams (composer), arranged by John Williams (guitarist).

TAB FOUND AT www.ultimate-guitar.com",Caleb Garfinkel,49259.0,yt_thumbnails/hLdLQHJQrAg.jpg,,John Towner Williams (1932-),,John Towner Williams (1941-),John Towner Williams,0.95,0.95,John Towner Williams,https://en.wikipedia.org/wiki/John_Williams,American,1932,,Caleb Garfinkel,male,,
Córdoba,,146,420,False,False,-1,,50,,297,True,210,3,,,"www.classclef.com
Agustin Barrios (1885-1944)
Suite Andina II",30,<sym>metNoteQuarterUp</sym> = 30,3/4,Nylon Guitar,cavaquinho,True,24,Córdoba,"www.classclef.com
Agustin Barrios (1885-1944)
Suite Andina II",,,6_oyuyBBraA,53.0,155.0,barrios-cordoba,,5N1wc,A. Barrios - Cordoba,10.02.2021.,Aleksandar Antic,853.0,yt_thumbnails/6_oyuyBBraA.jpg,,Agustin Barrios (1885-1944),,Agustin Barrios (1885-1944),Agustin Barrios,0.98,0.98,Agustin Barrios,https://imslp.org/wiki/Category%3ABarrios%20Mangor%C3%A9%2C%20Agust%C3%ADn,Paraguayan,1885,1944,Aleksandar Antic,male,,
Opus 60 No 6 in C,,97,420,False,False,0,,40,,297,True,210,2,,,"www.classclef.com
Matteo Carcassi (1792-1853) ",120,Moderato <sym>metNoteQuarterUp</sym> = 120,4/4,Steel Guitar,cavaquinho,True,25,Opus 60 No 6 in C,"www.classclef.com
Matteo Carcassi (1792-1853) ",,,BrVV73cjQns,48.0,106.0,Opus 60 No 6 in C by Matteo Carcassi,,Dc1wc,Work that thumb!! Carcassi Op.60 No.6,"MY NEW BOOK NOW READY TO ORDER!! https://www.amazon.co.uk/dp/1705127754/ref=as_sl_pc_tf_til?linkCode=gs2&linkId=70ad8e41aa1324c3ae35233a6744ccb3&creativeASIN=1705127754&tag=classicalgu0d-21
Join my Patreon community at  https://www.patreon.com/DavidJaggs
Follow me on Instagram!  https://www.instagram.com/dpjfilms/
Links to all equipment and accessories I use at the bottom of this description.

https://www.classicalguitar.online
Here's a great exercise for the right hand thumb. I remember using this piece as sight reading practise in the early days, playing it about a quarter of this speed!
Hope you enjoy, please thumbs up and subscribe if you do!
Guitar - Jean Noel Rohe 2009
Strings - D'addario Pro Arte medium


Paid links

Guitar accesories I use;

strings    https://amzn.to/3rtkyDl
footstool   https://amzn.to/3iAYPp9
nail paper    https://amzn.to/36R9ary

Recording equipment and software I use;

cubase sx   https://amzn.to/3dpVmbg
mics      https://amzn.to/3dFbkOX
interface   https://amzn.to/3eIrRlo

Video editing equipment and software I use;

adobe premiere elements   https://amzn.to/3kBWq00
sd cards     https://amzn.to/3kBX51u
Camera      https://amzn.to/3hTEhcn
Camera 2    https://amzn.to/3ziOeWz
headphones     https://amzn.to/3hPGVQi

DISCLAIMER: Links included in this description might be affiliate links. If you purchase a product or service with the links that I provide I may receive a small commission. There is no additional charge to you.",DPJFILMS,26085.0,yt_thumbnails/BrVV73cjQns.jpg,,Matteo Carcassi (1792-1853),,Matteo Carcassi (1792-1853),Matteo Carcassi,0.9,0.90,Matteo Carcassi,https://imslp.org/wiki/Category%3ACarcassi%2C%20Matteo,Italian,1792,1853,David Jaggs,male,{'instagram': 'https://www.instagram.com/dpjfilms/'},unknown
The Moon Represents My Heart,Music by Arr. Roland Dyens,203,420,False,False,2,,59,,297,True,210,3,,,"www.classclef.com
 Weng Ching-hsi (1936–2012)
Ye Liang Tai Pian Wo Te Sin",70,Andante <sym>metNoteQuarterUp</sym> = 70,4/4,Nylon Guitar,cavaquinho,True,24,The Moon Represents My Heart,"www.classclef.com
 Weng Ching-hsi (1936–2012)
Ye Liang Tai Pian Wo Te Sin",Music by Arr. Roland Dyens,,DyVdueop34M,64.0,233.0,dyens-heart,,Cc1wc,Jérémy Jouve - The moon represents my heart - 月亮代表我的心 (Teresa Teng),"Recorded in Guangzhou, China, 2018.",JérémyJouve - Official,39104.0,yt_thumbnails/DyVdueop34M.jpg,,Weng Ching-hsi (1936–2012),,Weng Ching-hsi (1936–2012),Weng Ching-hsi,0.92,0.92,Weng Ching-hsi,https://www.imdb.com/name/nm1761695/,Taiwanese,1936,2012,Jérémy Jouve,,{'Twitter': 'JérémyJouve'},France
BWV 1002 Bourree,,252,420,False,False,2,,71,,297,True,210,3,Words by Arr. by Francisco Tarrega,,"From Partita No 1 for Violin
Johann Sebastian Bach (1685-1750)
www.classclef.com",130,<sym>metNoteQuarterUp</sym> = 130,1/2,Nylon Guitar,cavaquinho,True,24,BWV 1002 Bourree,"From Partita No 1 for Violin
Johann Sebastian Bach (1685-1750)
www.classclef.com",,Words by Arr. by Francisco Tarrega,1gHLIqgVfzY,140.0,207.0,BWV 1002 Bourree by Johann Sebastian Bach,,7c1wc,"Bourrée in B Minor, BWV 1002 (J.S. Bach) - Guitar Solo","J.S. Bach: Violin Partita No.1 in B Minor, BWV 1002 - 7. Tempo di Bourrée

Based on the transcription for Guitar by Karl Scheit (Universal Edition) 

Played by Uwe Schmitz on M.Wichmann Classical Guitar

https://www.facebook.com/uwe.schmitz.7165/

#Bach #BWV1002 #Bourrée",Uwe Schmitz Guitar,772.0,yt_thumbnails/1gHLIqgVfzY.jpg,,Johann Sebastian Bach (1685-1750),,Johann Sebastian Bach (1685-1750),Johann Sebastian Bach,0.93,0.93,Johann Sebastian Bach,https://imslp.org/wiki/Category%3ABach%2C%20Johann%20Sebastian,German,1685,1750,Uwe Schmitz,male,{'facebook': 'https://www.facebook.com/uwe.schmitz.7165'},unknown
Romanza,,96,420,False,False,3,,28,,297,True,210,3,Words by Transcribed by Francesco Tarrega,,"www.classclef.com
Robert Schumann (1810-1856)
Opus 51",70,<sym>metNoteQuarterUp</sym> = 70,4/4,Nylon Guitar,cavaquinho,True,24,Romanza,"www.classclef.com
Robert Schumann (1810-1856)
Opus 51",,Words by Transcribed by Francesco Tarrega,a2fLphRVFLk,34.0,140.0,romanza-by-robert-schumann,,5c1wc,Romanza F.shumann /  arr F.tarrega,説明,脱WHO&脱SDGS&脱グローバリズム ポジピコギターぶ YugTube,2229.0,yt_thumbnails/a2fLphRVFLk.jpg,,Robert Schumann (1810-1856),,Robert Schumann (1810-1856),Robert Schumann,0.95,0.95,Robert Schumann,https://imslp.org/wiki/Category%3ASchumann%2C%20Robert,German,1810,1856,Tetsushige Yuguchi,male,"{'Twitter': 'WHO&', 'Instagram': 'SDGS&', 'YouTube': 'グローバリズム ポジピコギターぶYugTube'}",
Arroyos De La Alhambra,,130,420,False,False,1,,59,,297,True,210,3,Words by Fingering: Jose Corrales,,"www.classclef.com
Ángel Barrios (1882–1964)
Evocacion",100,<sym>metNoteQuarterUp</sym> = 100,3/4,Nylon Guitar,cavaquinho,True,24,Arroyos De La Alhambra,"www.classclef.com
Ángel Barrios (1882–1964)
Evocacion",,Words by Fingering: Jose Corrales,5U_9--t3vh4,73.0,153.0,angel-barrios-evocacion,,6c1wc,"Angel Barrios's ""Evocación"" played by Pepe Romero on a 2012 Pepe Romero","Guitar: 2012 Pepe Romero #210 (https://tinyurl.com/y8peu9y4)

Pepe Romero performs ‘Evocación’ from Arroyos de La Alhambra by Angel Barrios on a beautiful guitar built by his son Pepe Romero Jr. This guitar features a Spruce top and CSAR back and sides. Recorded at the Guitar Salon International showroom in Santa Monica, CA.

Huge thanks to the folks at Apogee Electronics (ApogeeDigital.com) for the use of their Ensemble interface in these recordings.

http://www.guitarsalon.com/

All proceeds from monetization of this video goes to the GSI Foundation, a non-profit organization that raises money to support music education in public schools. Visit our site for more information: https://gsifoundation.org  #gsi #friendsofgsi #classicalguitar",Guitar Salon International,20090.0,yt_thumbnails/5U_9--t3vh4.jpg,,Ángel Barrios (1882–1964),,Ángel Barrios (1882–1964),Ángel Barrios,0.92,0.92,Ángel Barrios,https://imslp.org/wiki/Category%3ABarrios%20Mangor%C3%A9%2C%20Agust%C3%ADn,Paraguayan,1885,1944,Pepe Romero,male,"{'website': 'http://www.guitarsalon.com/', 'facebook': None, 'twitter': None, 'instagram': None}",Spanish
El Mestre,Music by Melodia Popular Catalana (1910),128,420,False,False,0,,79,,297,True,210,3,,,"www.classclef.com
Miguel Llobet (1878-1938)
TheTeacher",70,<sym>metNoteQuarterUp</sym> = 70,3/8,Classical Guitar,guitar-nylon,True,24,El Mestre,"www.classclef.com
Miguel Llobet (1878-1938)
TheTeacher",Music by Melodia Popular Catalana (1910),,v74TE9JkuwI,93.0,222.0,el-mestre-miguel-llobet,,DV1wc,El Mestre - Miguel Llobet,,Denian Arcoleo,6829.0,yt_thumbnails/v74TE9JkuwI.jpg,,Miguel Llobet (1878-1938),,Miguel Llobet (1878-1938),Miguel Llobet,0.82,0.82,Miguel Llobet,https://imslp.org/wiki/Category%3ALlobet%2C%20Miguel,Spanish,1878,1938,,male,,Spanish
Isabel (Waltz),,104,420,False,False,2,,36,,297,True,210,2,,,"www.classclef.com
Francisco Tarrega (1852-1909)
Music by Johann Strauss II",140,<sym>metNoteQuarterUp</sym> = 140,3/4,Steel Guitar,cavaquinho,True,25,Isabel (Waltz),"www.classclef.com
Francisco Tarrega (1852-1909)
Music by Johann Strauss II",,,reIfV-KDcH8,66.0,97.0,Isabel (Waltz) by Francisco Tarrega,,2V1wc,Isabel Vals | Francisco Tarrega & Johann Strauss II | NBN Guitar,"Francisco Tárrega was fond of waltzes and this piece is a treasured example of that fondness. It should be noted that this piece is an arrangement of music by Johann Strauss II. Tárrega was also known for using music from other composers as a basis for making his arrangements. 

For tabs, sheet music, and lessons for this piece click this link: https://nbnguitar.com/classical-guitar-video-lessons/isabel-vals

Donate Bitcoin: 15d961TrHbXcrS2xf85qhD97MB6hBqWS9U

MY GEAR:

MY GUITAR: http://amzn.to/2iFX8po
LOW TENSION STRINGS: http://amzn.to/2jwZ3jY
MEDIUM TENSION STRINGS: http://amzn.to/2iFW44L
HIGH TENSION STRINGS: http://amzn.to/2iFRxj1
HIGH TENSION STRINGS: http://amzn.to/2jIt9z0
ACOUSTIC STRINGS: http://amzn.to/2izyxHH
ELECTRIC STRINGS: http://amzn.to/2iGbXrT
CAPO: http://amzn.to/2izBwQm
PICKS: http://amzn.to/2izDsIG
CABLES: http://amzn.to/2k33DYA
PEDAL BOARD: http://amzn.to/2k31KLi
TECHNIQUE BOOK: Pumping Nylon: http://amzn.to/2jXfZNC

DSLR CAMERA: http://amzn.to/2iFK0R2
CAMERA MIC: http://amzn.to/2k2U1gn
iMac: http://amzn.to/2nl6avQ


My classical guitar lessons and acoustic guitar lessons will help you to learn to play the guitar. I cover a wide range of guitar music and each of my guitar lessons comes complete with matching guitar tabs and guitar sheet music. These online guitar tutorials are a one-stop shop giving you an effective means of learning beautiful guitar music without needing a teacher in your local area. 

You don't need to be able to read tab or sheet music to play any of the songs in these guitar lessons but they can be a powerful tool that can assist you to become a better musician. All guitar tabs for my lessons are free and can be downloaded easily from our website or for a very small fee you can also purchase the guitar sheet music that contains standard music notation with guitar tabs underneath, suggested left & right-hand fingerings, and performance indications. 

I hold a Licentiate in Performance Classical Guitar with Distinction from the Trinity College of London and I love arranging music for guitar. I have well over 20 years of teaching experience at many schools in New Zealand and also at one school in Dubai, and privately in Bahrain. I have taught people from all ages and skill levels and continue to do so via YouTube. 

Guitar Tabs | Acoustic Guitar | How to play guitar | Guitar Lesson |  Learn Guitar | Classical guitar |Learn to play guitar | Guitar Music | Guitar Tutorial | Online Guitar Lesson |",Joshua Rogers,31147.0,yt_thumbnails/reIfV-KDcH8.jpg,,Francisco Tarrega (1852-1909),,Francisco Tarrega (1852-1909),Francisco Tarrega,0.96,0.96,Francisco Tarrega,https://imslp.org/wiki/Category%3AT%C3%A1rrega%2C%20Francisco,Spanish,1852,1909,Isabel Vals,female,{'youtube': 'NBN Guitar'},New Zealand
Lacrimosa,,158,420,False,False,0,,39,,297,True,210,5,Words by Arr. Emre Sabuncuoglu,,"Requiem in D minor, K. 626
Wolfgang Amadeus Mozart (1756-1791)
www.classclef.com",64,<sym>metNoteQuarterUp</sym> = 64,6/4,Classical Guitar,guitar-nylon,True,24,Lacrimosa,"Requiem in D minor, K. 626
Wolfgang Amadeus Mozart (1756-1791)
www.classclef.com",,Words by Arr. Emre Sabuncuoglu,5WtxjCGevY8,40.0,174.0,Lacrimosa by Mozart,,CV1wc,"W. A. Mozart - ""Lacrimosa,"" from Requiem in D minor, K. 626 (Guitar Transcription)","One of our earlier arrangement releases, Lacrimosa features tremolo to bring forward the dramatic vocal lines in Mozart's masterpiece. 
Arranged and performed by Emre Sabuncuoglu. Copyright © 2012 Los Angeles Guitar Academy Publishing. All rights reserved.
𝄞   Sheet music and tabs:
https://onlineguitaracademy.net/classical-guitar-sheet-music

🔔 Subscribe for more great pieces and tutorials: https://www.youtube.com/user/LAGuitarAcademy?sub_confirmation=1

🐢 Slow walkthrough videos available on our online lesson program: https://onlineguitaracademy.net/online-classical-guitar-lessons

🍀 Free trial for online programs:
https://onlineguitaracademy.net/register/laga-free-trial
https://onlineguitaracademy.net/pricing-comparison

❤️ Love our work? Join our Patreon community and access dozens of patron-only posts and exclusive releases:
https://www.patreon.com/LAGuitarAcademy
❤️ Or join our channel: https://www.youtube.com/channel/UC3eQeaR786C8HCGFMqtCUSw/join

------------
What some have called the ""saddest Mozart piece ever"" for its wondrous portrayal of the cry of the human heart amid the depths of grief, Lacrimosa has an undertone of marching forward, the human impulse unstoppable, even in death. Out of the depths of mourning, we sense life itself--moving forward, overcoming great odds. Amid profound sadness, one can find hope in its soaring phrases. In this masterpiece, portraying the labor pains of this mortal life, we see death giving birth to life: both in generations to come and in life eternal.

Recommended videos:
✔️ Chopin Nocturne No. 20, Op. Posth for solo guitar:
https://www.youtube.com/watch?v=utwHSylN47I

✔️  Autumn Song by P. I. Tchaikovsky for solo guitar:
https://www.youtube.com/watch?v=KqF9WFUudQI",Los Angeles Guitar Academy,900885.0,yt_thumbnails/5WtxjCGevY8.jpg,,Wolfgang Amadeus Mozart (1756-1791),,Wolfgang Amadeus Mozart (1756-1791),Wolfgang Amadeus Mozart,0.96,0.96,Wolfgang Amadeus Mozart,https://imslp.org/wiki/Category%3AMozart%2C%20Wolfgang%20Amadeus,Austrian,1756,1791,Emre Sabuncuoglu,male,"{'youtube': 'https://www.youtube.com/user/LAGuitarAcademy', 'patreon': 'https://www.patreon.com/LAGuitarAcademy', 'channel': 'https://www.youtube.com/channel/UC3eQeaR786C8HCGFMqtCUSw'}",unknown
Waltz No. 2,,287,420,False,False,-1,,169,,297,True,210,4,Words by Transcription by Stefano Castrucci,,"From Suite for Jazz Orchestra No. 2
Dmitri Shostakovich (1906-1975)
www.classclef.com",135,<sym>metNoteQuarterUp</sym> = 135,3/4,Guitar,guitar-steel,True,24,Waltz No. 2,"From Suite for Jazz Orchestra No. 2
Dmitri Shostakovich (1906-1975)
www.classclef.com",,Words by Transcription by Stefano Castrucci,USxR12WrEb4,219.0,200.0,Waltz No 2 by Dmitri Shostakovich,,1V1wc,Dmitri Shostakovich: jazz suite No. 2 classic guitar,"Dmitri Shostakovich: Jazz Suite No. 2  
arrangiamento per chitarra: Stefano Castrucci

potete scaricare lo spartito al seguente link: http://steavens.wix.com/stefanocastrucci

you can download the music sheet at this link https://steavens.wixsite.com/stefanocastrucci/spartiti",Stefano Castrucci,62356.0,yt_thumbnails/USxR12WrEb4.jpg,,Dmitri Shostakovich (1906-1975),,Dmitri Shostakovich (1906-1975),Dmitri Shostakovich,0.81,0.81,Dmitri Shostakovich,https://imslp.org/wiki/Category%3AShostakovich%2C%20Dmitry,Russian,1906,1975,Stefano Castrucci,male,,
El Vito,,91,420,False,False,0,,59,,297,True,210,2,,,"www.classclef.com
Jose de Azpiazu (1912-1986)
Popular Andaluz",120,<sym>metNoteQuarterUp</sym> = 120,2/8,Dirk's Gitarre,cavaquinho,True,24,El Vito,"www.classclef.com
Jose de Azpiazu (1912-1986)
Popular Andaluz",,,s4ycHSQnReM,130.0,134.0,El Vito by Jose de Azpiazu,,8V1wc,Ana Vidovic plays El Vito by José de Azpiazu  on a classical guitar – guitare classique - クラシックギター,"Find your next classical guitar in our online shop : https://www.siccasguitars.com 
Join our online communities: * Instagram: https://www.instagram.com/siccasguitars/ 
* Facebook: https://www.facebook.com/siccasguitars/ 
*Twitter: https://twitter.com/siccasguitars 

Don't forget to like, comment, share and subscribe to the channel here:
https://bit.ly/2GpnuuE

Want to hear more classical guitar music? Check out this playlist made for you:
https://bit.ly/32NTlyB
‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ 
*Contact us: info@siccasguitars.com 
►Guitar: https://www.siccasguitars.com/shop/guitar/jim-redgate-2019-ana-vidovic-modell/

Classical guitars are our passion! We are specialized in the highest quality concert guitars as well as historic guitars from around the world. Our passion for these unique instruments and the joy to give guitarists, passionate players, and collectors the possibility to purchase their own appropriate instrument is the motivation that drives us. Another focus is to work closely with established and young, largely unknown luthiers. Together we want to develop new ideas and share experiences with our customers. 

We also recorded pieces for many great composers such as Johann Sebastian Bach, Astor Piazzolla and Isaac Albeniz (Asturias). You will also find almost all the classical music composers that wrote for the classical guitar. Make sure to discover Agustin Barrios Mangoré, Manuel Maria Ponce, Heitor Villa-Lobos and many more if you don't know their compositions already

You can find our show room in 76137 Karlsruhe, Roonstr. 31, Germany

‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ 

Jim Redgate is a highly sought-after Australian luthier, known for his guitars built for artists such as Ana Vidovic, Pepe Roméro and Odair Assad. This lattice-braced model is an exact copy of the guitar that Ana Vidovic plays. Jim Redgate’s instruments have their own sound and touch. The breath-taking volume combined with rich harmonics and impressive clarity of sound are quite unique. The playability is fantastic, and the guitars are relatively light in weight compared to the Australian standard.
We’ve of course heard Ana Vidovic in concert many times playing on a Redgate guitar, but this guitar convinced us even more of the quality of Jim’s work. The honesty and spontaneity of each note, the magnificent volume, the ease of playing, and the unique sound character of this guitar make it an instrument not only rare in Europe, but above all extremely enchanting.
Luthier:  Jim Redgate

Construction year:  2019
Top:  Cedar/Lattice
Back and sides:  Bolivian rosewood
Scale:  650 mm
Nut:  52 mm
Weight:  1633 grams
Air resonance frequency:  G

Ana Vidovic plays El Vito by José de Azpiazu. 
Follow us on Facebook, Twitter, Instagram and on our website: 
https://www.siccasguitars.com
https://twitter.com/siccasguitars
https://www.instagram.com/siccasguitars/
https://www.facebook.com/siccasguitars/
Don't forget to like, comment, share and subscribe the channel
#SiccasGuitars",SiccasGuitars,428642.0,yt_thumbnails/s4ycHSQnReM.jpg,,Jose de Azpiazu (1912-1986),,Jose de Azpiazu (1912-1986),Jose de Azpiazu,0.71,0.71,Jose de Azpiazu,https://eu.wikipedia.org/wiki/Jose_de_Azpiazu,Spanish,1912,1986,Ana Vidovic,female,"{'instagram': 'https://www.instagram.com/siccasguitars/', 'facebook': 'https://www.facebook.com/siccasguitars/', 'twitter': 'https://twitter.com/siccasguitars'}",Croatian
